Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,date
Manitowoc,Wisconsin,US,44.11946801,-87.80928853,0,0,0,0,"Manitowoc, Wisconsin, US",03/24/2020
Manistee,Michigan,US,44.33352407,-86.05626916,1,0,0,0,"Manistee, Michigan, US",03/24/2020
Manatee,Florida,US,27.47196942,-82.31831044,16,1,0,0,"Manatee, Florida, US",03/24/2020
Manassas Park,Virginia,US,38.77058531,-77.44399307,0,0,0,0,"Manassas Park, Virginia, US",03/24/2020
Manassas,Virginia,US,38.7464321,-77.48509905,0,0,0,0,"Manassas, Virginia, US",03/24/2020
Malheur,Oregon,US,43.1937027,-117.6227395,0,0,0,0,"Malheur, Oregon, US",03/24/2020
Major,Oklahoma,US,36.31149996,-98.53467076,0,0,0,0,"Major, Oklahoma, US",03/24/2020
Mahoning,Ohio,US,41.01631101,-80.77287029,28,0,0,0,"Mahoning, Ohio, US",03/24/2020
Mahnomen,Minnesota,US,47.32557075,-95.80921485,0,0,0,0,"Mahnomen, Minnesota, US",03/24/2020
Mahaska,Iowa,US,41.33521503,-92.64083907,0,0,0,0,"Mahaska, Iowa, US",03/24/2020
Magoffin,Kentucky,US,37.70820545,-83.0657714,0,0,0,0,"Magoffin, Kentucky, US",03/24/2020
Madison,Virginia,US,38.41531222,-78.28220331,1,0,0,0,"Madison, Virginia, US",03/24/2020
Madison,Texas,US,30.96694679,-95.93003775,0,0,0,0,"Madison, Texas, US",03/24/2020
Madison,Tennessee,US,35.61181957,-88.84076036,1,0,0,0,"Madison, Tennessee, US",03/24/2020
Madison,Ohio,US,39.89381073,-83.40178317,1,0,0,0,"Madison, Ohio, US",03/24/2020
Madison,North Carolina,US,35.85402722,-82.71346418,0,0,0,0,"Madison, North Carolina, US",03/24/2020
Mason,Kentucky,US,38.59471935,-83.82151043,0,0,0,0,"Mason, Kentucky, US",03/24/2020
Mason,Michigan,US,43.99509218,-86.24988902,0,0,0,0,"Mason, Michigan, US",03/24/2020
Mason,Texas,US,30.71780434,-99.22629416,0,0,0,0,"Mason, Texas, US",03/24/2020
Mason,Washington,US,47.35007586,-123.1863685,1,0,0,0,"Mason, Washington, US",03/24/2020
Mercer,Kentucky,US,37.81474237,-84.87488475,0,0,0,0,"Mercer, Kentucky, US",03/24/2020
Mercer,Illinois,US,41.20596782,-90.74290052,0,0,0,0,"Mercer, Illinois, US",03/24/2020
Merced,California,US,37.18922369,-120.7209035,1,0,0,0,"Merced, California, US",03/24/2020
Menominee,Wisconsin,US,45.00422544,-88.70950714,0,0,0,0,"Menominee, Wisconsin, US",03/24/2020
Menominee,Michigan,US,45.58038692,-87.55370409,0,0,0,0,"Menominee, Michigan, US",03/24/2020
Menifee,Kentucky,US,37.94090733,-83.59985712,1,0,0,0,"Menifee, Kentucky, US",03/24/2020
Mendocino,California,US,39.4381191,-123.3911313,2,0,0,0,"Mendocino, California, US",03/24/2020
Menard,Texas,US,30.88990665,-99.8204794,0,0,0,0,"Menard, Texas, US",03/24/2020
Mercer,Missouri,US,40.42212303,-93.5682959,0,0,0,0,"Mercer, Missouri, US",03/24/2020
Menard,Illinois,US,40.02742725,-89.80246001,0,0,0,0,"Menard, Illinois, US",03/24/2020
Meigs,Tennessee,US,35.51558739,-84.81482914,0,0,0,0,"Meigs, Tennessee, US",03/24/2020
Meigs,Ohio,US,39.09224872,-82.0305041,0,0,0,0,"Meigs, Ohio, US",03/24/2020
Meeker,Minnesota,US,45.12328869,-94.52839455,0,0,0,0,"Meeker, Minnesota, US",03/24/2020
Medina,Texas,US,29.3557301,-99.11030298,1,0,0,0,"Medina, Texas, US",03/24/2020
Medina,Ohio,US,41.11770589,-81.89986209999998,15,0,0,0,"Medina, Ohio, US",03/24/2020
Mecosta,Michigan,US,43.64064262,-85.32463223,0,0,0,0,"Mecosta, Michigan, US",03/24/2020
Mecklenburg,Virginia,US,36.67882005,-78.36131056,2,0,0,0,"Mecklenburg, Virginia, US",03/24/2020
Mecklenburg,North Carolina,US,35.24469268,-80.8317671,142,0,0,0,"Mecklenburg, North Carolina, US",03/24/2020
Mellette,South Dakota,US,43.58078848,-100.7563186,0,0,0,0,"Mellette, South Dakota, US",03/24/2020
Mercer,New Jersey,US,40.28047017,-74.70479631,58,0,0,0,"Mercer, New Jersey, US",03/24/2020
Mercer,North Dakota,US,47.31213126,-101.8318399,0,0,0,0,"Mercer, North Dakota, US",03/24/2020
Mercer,Ohio,US,40.54043046,-84.62912742,0,0,0,0,"Mercer, Ohio, US",03/24/2020
Milam,Texas,US,30.78581830000001,-96.97718698,2,0,0,0,"Milam, Texas, US",03/24/2020
Mifflin,Pennsylvania,US,40.61116939,-77.61070738,0,0,0,0,"Mifflin, Pennsylvania, US",03/24/2020
Midland,Texas,US,31.86904128,-102.0315682,3,1,0,0,"Midland, Texas, US",03/24/2020
Midland,Michigan,US,43.64330771,-84.38804374,5,0,0,0,"Midland, Michigan, US",03/24/2020
Middlesex,Virginia,US,37.63191998,-76.55064617,0,0,0,0,"Middlesex, Virginia, US",03/24/2020
Middlesex,New Jersey,US,40.43629879,-74.41426991,277,0,0,0,"Middlesex, New Jersey, US",03/24/2020
Middlesex,Massachusetts,US,42.48607732,-71.39049229,304,1,0,0,"Middlesex, Massachusetts, US",03/24/2020
Middlesex,Connecticut,US,41.45949668,-72.53714864,8,0,0,0,"Middlesex, Connecticut, US",03/24/2020
Miami-Dade,Florida,US,25.6112362,-80.55170587,338,0,0,0,"Miami-Dade, Florida, US",03/24/2020
Miami,Ohio,US,40.0543329,-84.22871271,19,0,0,0,"Miami, Ohio, US",03/24/2020
Miami,Kansas,US,38.56383358,-94.83832189,0,0,0,0,"Miami, Kansas, US",03/24/2020
Miami,Indiana,US,40.76940965,-86.04525048,1,0,0,0,"Miami, Indiana, US",03/24/2020
Metcalfe,Kentucky,US,36.99459295,-85.63123699,0,0,0,0,"Metcalfe, Kentucky, US",03/24/2020
Mesa,Colorado,US,39.01787888,-108.469799,5,0,0,0,"Mesa, Colorado, US",03/24/2020
Merrimack,New Hampshire,US,43.29662971,-71.6811573,4,0,0,0,"Merrimack, New Hampshire, US",03/24/2020
Merrick,Nebraska,US,41.16624273,-98.0374887,0,0,0,0,"Merrick, Nebraska, US",03/24/2020
Meriwether,Georgia,US,33.04163534,-84.68859732,1,0,0,0,"Meriwether, Georgia, US",03/24/2020
Mercer,West Virginia,US,37.40481169,-81.11023142,2,0,0,0,"Mercer, West Virginia, US",03/24/2020
Mercer,Pennsylvania,US,41.30248872,-80.25816981,2,0,0,0,"Mercer, Pennsylvania, US",03/24/2020
Meagher,Montana,US,46.59907074,-110.8898557,0,0,0,0,"Meagher, Montana, US",03/24/2020
Mille Lacs,Minnesota,US,45.93705297,-93.63236823,0,0,0,0,"Mille Lacs, Minnesota, US",03/24/2020
Meade,South Dakota,US,44.56676791,-102.7162741,0,0,0,0,"Meade, South Dakota, US",03/24/2020
Meade,Kansas,US,37.23859987,-100.364831,0,0,0,0,"Meade, Kansas, US",03/24/2020
McDonald,Missouri,US,36.62869595,-94.34867205,0,0,0,0,"McDonald, Missouri, US",03/24/2020
McCurtain,Oklahoma,US,34.11664328,-94.77222373,0,0,0,0,"McCurtain, Oklahoma, US",03/24/2020
McCulloch,Texas,US,31.1925468,-99.34682807,0,0,0,0,"McCulloch, Texas, US",03/24/2020
McCreary,Kentucky,US,36.73874143,-84.48102924,0,0,0,0,"McCreary, Kentucky, US",03/24/2020
McCracken,Kentucky,US,37.05350953,-88.70445755,1,0,0,0,"McCracken, Kentucky, US",03/24/2020
McCormick,South Carolina,US,33.90161443,-82.30794338,0,0,0,0,"McCormick, South Carolina, US",03/24/2020
McCook,South Dakota,US,43.6742571,-97.36863144,2,0,0,0,"McCook, South Dakota, US",03/24/2020
McCone,Montana,US,47.64469406,-105.7944994,0,0,0,0,"McCone, Montana, US",03/24/2020
McDonough,Illinois,US,40.45674722,-90.67775541,0,0,0,0,"McDonough, Illinois, US",03/24/2020
McClain,Oklahoma,US,35.01123903,-97.44572302,1,0,0,0,"McClain, Oklahoma, US",03/24/2020
Maverick,Texas,US,28.7429195,-100.3157686,1,0,0,0,"Maverick, Texas, US",03/24/2020
Maury,Tennessee,US,35.6187413,-87.07462444,6,0,0,0,"Maury, Tennessee, US",03/24/2020
Maui,Hawaii,US,20.86399628,-156.56890969999995,9,0,0,0,"Maui, Hawaii, US",03/24/2020
Mathews,Virginia,US,37.44164146,-76.34098896,0,0,0,0,"Mathews, Virginia, US",03/24/2020
Matanuska-Susitna,Alaska,US,62.31305045,-149.5741743,0,0,0,0,"Matanuska-Susitna, Alaska, US",03/24/2020
Matagorda,Texas,US,28.81955746,-96.01230294,4,1,0,0,"Matagorda, Texas, US",03/24/2020
Massac,Illinois,US,37.22078441,-88.71036614,0,0,0,0,"Massac, Illinois, US",03/24/2020
Mason,West Virginia,US,38.77071799,-82.02524219,0,0,0,0,"Mason, West Virginia, US",03/24/2020
Mayes,Oklahoma,US,36.30179091,-95.23175116,1,0,0,0,"Mayes, Oklahoma, US",03/24/2020
McDowell,North Carolina,US,35.67736232,-82.0482425,2,0,0,0,"McDowell, North Carolina, US",03/24/2020
McDowell,West Virginia,US,37.38002939,-81.65083669,0,0,0,0,"McDowell, West Virginia, US",03/24/2020
McDuffie,Georgia,US,33.47851918,-82.48252774,0,0,0,0,"McDuffie, Georgia, US",03/24/2020
McPherson,South Dakota,US,45.76626028,-99.22118798,0,0,0,0,"McPherson, South Dakota, US",03/24/2020
McPherson,Nebraska,US,41.56797682,-101.0599362,0,0,0,0,"McPherson, Nebraska, US",03/24/2020
McPherson,Kansas,US,38.39184858,-97.64769869,0,0,0,0,"McPherson, Kansas, US",03/24/2020
McNairy,Tennessee,US,35.17468549,-88.5647812,0,0,0,0,"McNairy, Tennessee, US",03/24/2020
McMullen,Texas,US,28.35251708,-98.56769164,0,0,0,0,"McMullen, Texas, US",03/24/2020
McMinn,Tennessee,US,35.42812616,-84.61520715,2,0,0,0,"McMinn, Tennessee, US",03/24/2020
McLeod,Minnesota,US,44.82367677,-94.27287017,0,0,0,0,"McLeod, Minnesota, US",03/24/2020
McLennan,Texas,US,31.55255453,-97.20217694,24,0,0,0,"McLennan, Texas, US",03/24/2020
McLean,North Dakota,US,47.60766714,-101.3182418,0,0,0,0,"McLean, North Dakota, US",03/24/2020
McLean,Kentucky,US,37.5301951,-87.26803443,0,0,0,0,"McLean, Kentucky, US",03/24/2020
McLean,Illinois,US,40.48996987,-88.84621113,7,1,0,0,"McLean, Illinois, US",03/24/2020
McKinley,New Mexico,US,35.58007720000001,-108.262245,3,0,0,0,"McKinley, New Mexico, US",03/24/2020
McKenzie,North Dakota,US,47.74133370000001,-103.395905,0,0,0,0,"McKenzie, North Dakota, US",03/24/2020
McKean,Pennsylvania,US,41.80938602,-78.56478358,0,0,0,0,"McKean, Pennsylvania, US",03/24/2020
McIntosh,Oklahoma,US,35.37235506,-95.66599306,0,0,0,0,"McIntosh, Oklahoma, US",03/24/2020
McIntosh,North Dakota,US,46.11182017,-99.44145858,0,0,0,0,"McIntosh, North Dakota, US",03/24/2020
McIntosh,Georgia,US,31.49683595,-81.40163426,0,0,0,0,"McIntosh, Georgia, US",03/24/2020
McHenry,North Dakota,US,48.23104458,-100.6324822,0,0,0,0,"McHenry, North Dakota, US",03/24/2020
McHenry,Illinois,US,42.32451172,-88.45248227,14,0,0,0,"McHenry, Illinois, US",03/24/2020
Meade,Kentucky,US,37.96163597,-86.21028219,0,0,0,0,"Meade, Kentucky, US",03/24/2020
Nottoway,Virginia,US,37.1435975,-78.05065922,0,0,0,0,"Nottoway, Virginia, US",03/24/2020
Nowata,Oklahoma,US,36.79843529,-95.61902331,0,0,0,0,"Nowata, Oklahoma, US",03/24/2020
Noxubee,Mississippi,US,33.11009499,-88.56949061,1,0,0,0,"Noxubee, Mississippi, US",03/24/2020
Prince William,Virginia,US,38.70916224,-77.48713689,23,0,0,0,"Prince William, Virginia, US",03/24/2020
Prince George's,Maryland,US,38.83070039,-76.8496441,63,2,0,0,"Prince George's, Maryland, US",03/24/2020
Prince George,Virginia,US,37.18497668,-77.22922187,0,0,0,0,"Prince George, Virginia, US",03/24/2020
Prince Edward,Virginia,US,37.22554789,-78.43597949,1,0,0,0,"Prince Edward, Virginia, US",03/24/2020
Price,Wisconsin,US,45.68051754,-90.3609888,0,0,0,0,"Price, Wisconsin, US",03/24/2020
Preston,West Virginia,US,39.46770987,-79.66712803,0,0,0,0,"Preston, West Virginia, US",03/24/2020
Presque Isle,Michigan,US,45.34018577,-83.91498656,0,0,0,0,"Presque Isle, Michigan, US",03/24/2020
Presidio,Texas,US,29.99954402,-104.2408079,0,0,0,0,"Presidio, Texas, US",03/24/2020
Prince of Wales-Hyder,Alaska,US,55.76261984,-133.0511621,0,0,0,0,"Prince of Wales-Hyder, Alaska, US",03/24/2020
Prentiss,Mississippi,US,34.61810501,-88.51986294,0,0,0,0,"Prentiss, Mississippi, US",03/24/2020
Pratt,Kansas,US,37.64780729,-98.73922153,0,0,0,0,"Pratt, Kansas, US",03/24/2020
Prairie,Montana,US,46.86048047,-105.379384,0,0,0,0,"Prairie, Montana, US",03/24/2020
Prairie,Arkansas,US,34.83624419,-91.55162157,0,0,0,0,"Prairie, Arkansas, US",03/24/2020
Powhatan,Virginia,US,37.55016038,-77.91267882,0,0,0,0,"Powhatan, Virginia, US",03/24/2020
Poweshiek,Iowa,US,41.68625425,-92.53155731,2,0,0,0,"Poweshiek, Iowa, US",03/24/2020
Power,Idaho,US,42.69254894,-112.83957420000002,0,0,0,0,"Power, Idaho, US",03/24/2020
Powell,Montana,US,46.85538891,-112.9359164,0,0,0,0,"Powell, Montana, US",03/24/2020
Powell,Kentucky,US,37.83218794,-83.82553961,0,0,0,0,"Powell, Kentucky, US",03/24/2020
Preble,Ohio,US,39.7420247,-84.64787018,0,0,0,0,"Preble, Ohio, US",03/24/2020
Powder River,Montana,US,45.39617714,-105.636738,0,0,0,0,"Powder River, Montana, US",03/24/2020
Providence,Rhode Island,US,41.87064746,-71.57753536,52,0,0,0,"Providence, Rhode Island, US",03/24/2020
Pueblo,Colorado,US,38.17359144,-104.5127437,3,0,0,0,"Pueblo, Colorado, US",03/24/2020
Quay,New Mexico,US,35.10403332,-103.5481727,0,0,0,0,"Quay, New Mexico, US",03/24/2020
Putnam,West Virginia,US,38.50782345,-81.9082131,1,0,0,0,"Putnam, West Virginia, US",03/24/2020
Putnam,Tennessee,US,36.14005459,-85.50646123,8,0,0,0,"Putnam, Tennessee, US",03/24/2020
Putnam,Ohio,US,41.02094889,-84.1336111,0,0,0,0,"Putnam, Ohio, US",03/24/2020
Putnam,New York,US,41.42630093,-73.74965532,82,0,0,0,"Putnam, New York, US",03/24/2020
Putnam,Missouri,US,40.47942497,-93.02042674,0,0,0,0,"Putnam, Missouri, US",03/24/2020
Putnam,Indiana,US,39.66437981,-86.84517605,1,0,0,0,"Putnam, Indiana, US",03/24/2020
Putnam,Illinois,US,41.2013541,-89.2869272,0,0,0,0,"Putnam, Illinois, US",03/24/2020
Prowers,Colorado,US,37.95544985,-102.3926052,0,0,0,0,"Prowers, Colorado, US",03/24/2020
Putnam,Georgia,US,33.32056115,-83.37552891,0,0,0,0,"Putnam, Georgia, US",03/24/2020
Pushmataha,Oklahoma,US,34.41635232,-95.37603505,0,0,0,0,"Pushmataha, Oklahoma, US",03/24/2020
Pulaski,Virginia,US,37.06474963,-80.71229738,0,0,0,0,"Pulaski, Virginia, US",03/24/2020
Pulaski,Missouri,US,37.82462075,-92.20783203,4,0,0,0,"Pulaski, Missouri, US",03/24/2020
Pulaski,Kentucky,US,37.10466131,-84.57629079,3,0,0,0,"Pulaski, Kentucky, US",03/24/2020
Pulaski,Indiana,US,41.04166107,-86.69890683,0,0,0,0,"Pulaski, Indiana, US",03/24/2020
Pulaski,Illinois,US,37.22631423,-89.13085001,0,0,0,0,"Pulaski, Illinois, US",03/24/2020
Pulaski,Georgia,US,32.23334561,-83.47549959999998,1,0,0,0,"Pulaski, Georgia, US",03/24/2020
Pulaski,Arkansas,US,34.77054088,-92.31355101,64,0,0,0,"Pulaski, Arkansas, US",03/24/2020
Putnam,Florida,US,29.60779729,-81.74230285,2,0,0,0,"Putnam, Florida, US",03/24/2020
Potter,Texas,US,35.40133773,-101.893964,3,0,0,0,"Potter, Texas, US",03/24/2020
Potter,South Dakota,US,45.06583079,-99.95498503,0,0,0,0,"Potter, South Dakota, US",03/24/2020
Potter,Pennsylvania,US,41.74471626,-77.89559864,1,0,0,0,"Potter, Pennsylvania, US",03/24/2020
Polk,Iowa,US,41.68679484,-93.57767461,15,0,0,0,"Polk, Iowa, US",03/24/2020
Polk,Georgia,US,34.00267074,-85.18677781,8,0,0,0,"Polk, Georgia, US",03/24/2020
Polk,Florida,US,27.95027105,-81.69732947,13,0,0,0,"Polk, Florida, US",03/24/2020
Polk,Arkansas,US,34.48254879,-94.22728802,1,0,0,0,"Polk, Arkansas, US",03/24/2020
Pointe Coupee,Louisiana,US,30.71409502,-91.60209535,0,0,0,0,"Pointe Coupee, Louisiana, US",03/24/2020
Poinsett,Arkansas,US,35.57433534,-90.66268713,3,0,0,0,"Poinsett, Arkansas, US",03/24/2020
Pocahontas,West Virginia,US,38.32758728,-80.00993811,0,0,0,0,"Pocahontas, West Virginia, US",03/24/2020
Pocahontas,Iowa,US,42.73420133,-94.67862564,0,0,0,0,"Pocahontas, Iowa, US",03/24/2020
Polk,Minnesota,US,47.77372465,-96.40134647,0,0,0,0,"Polk, Minnesota, US",03/24/2020
Plymouth,Massachusetts,US,41.94070556,-70.80802823,64,0,0,0,"Plymouth, Massachusetts, US",03/24/2020
Plumas,California,US,40.00355989,-120.8395236,0,0,0,0,"Plumas, California, US",03/24/2020
Pleasants,West Virginia,US,39.37091679,-81.16771771,0,0,0,0,"Pleasants, West Virginia, US",03/24/2020
Platte,Wyoming,US,42.13299116,-104.966331,0,0,0,0,"Platte, Wyoming, US",03/24/2020
Platte,Nebraska,US,41.57246836,-97.52144359,0,0,0,0,"Platte, Nebraska, US",03/24/2020
Platte,Missouri,US,39.38154439,-94.77068479,2,0,0,0,"Platte, Missouri, US",03/24/2020
Plaquemines,Louisiana,US,29.42245447,-89.60322085,8,0,0,0,"Plaquemines, Louisiana, US",03/24/2020
Placer,California,US,39.06167234,-120.7240569,20,1,0,0,"Placer, California, US",03/24/2020
Piute,Utah,US,38.33815254,-112.1249591,0,0,0,0,"Piute, Utah, US",03/24/2020
Plymouth,Iowa,US,42.737633,-96.21366621,0,0,0,0,"Plymouth, Iowa, US",03/24/2020
Polk,Missouri,US,37.6162296,-93.39828174,0,0,0,0,"Polk, Missouri, US",03/24/2020
Polk,Nebraska,US,41.18813488,-97.56630712,0,0,0,0,"Polk, Nebraska, US",03/24/2020
Polk,North Carolina,US,35.27820615,-82.16812354,0,0,0,0,"Polk, North Carolina, US",03/24/2020
Pottawattamie,Iowa,US,41.33640314,-95.53907776,2,0,0,0,"Pottawattamie, Iowa, US",03/24/2020
Pottawatomie,Oklahoma,US,35.20614018,-96.94923008,0,0,0,0,"Pottawatomie, Oklahoma, US",03/24/2020
Pottawatomie,Kansas,US,39.37925655,-96.34564657,1,0,0,0,"Pottawatomie, Kansas, US",03/24/2020
Posey,Indiana,US,38.02097333,-87.86480429,0,0,0,0,"Posey, Indiana, US",03/24/2020
Portsmouth,Virginia,US,36.85914825,-76.35971629,0,0,0,0,"Portsmouth, Virginia, US",03/24/2020
Porter,Indiana,US,41.45986947,-87.06848888,1,0,0,0,"Porter, Indiana, US",03/24/2020
Portage,Wisconsin,US,44.47558711,-89.50152965,0,0,0,0,"Portage, Wisconsin, US",03/24/2020
Portage,Ohio,US,41.16793482,-81.19735782,4,0,0,0,"Portage, Ohio, US",03/24/2020
Poquoson,Virginia,US,37.14259351,-76.35798148,0,0,0,0,"Poquoson, Virginia, US",03/24/2020
Pope,Minnesota,US,45.58606667,-95.44451209,0,0,0,0,"Pope, Minnesota, US",03/24/2020
Pope,Illinois,US,37.41391284,-88.56152109,0,0,0,0,"Pope, Illinois, US",03/24/2020
Pope,Arkansas,US,35.44871474,-93.03212219,1,0,0,0,"Pope, Arkansas, US",03/24/2020
Pontotoc,Oklahoma,US,34.72959848,-96.68337199,1,0,0,0,"Pontotoc, Oklahoma, US",03/24/2020
Pontotoc,Mississippi,US,34.226046000000004,-89.03636807,2,0,0,0,"Pontotoc, Mississippi, US",03/24/2020
Pondera,Montana,US,48.22773388,-112.2252703,0,0,0,0,"Pondera, Montana, US",03/24/2020
Polk,Wisconsin,US,45.46130348,-92.44182875,0,0,0,0,"Polk, Wisconsin, US",03/24/2020
Polk,Texas,US,30.79472531,-94.8276624,0,0,0,0,"Polk, Texas, US",03/24/2020
Polk,Tennessee,US,35.12245443,-84.52075859,0,0,0,0,"Polk, Tennessee, US",03/24/2020
Polk,Oregon,US,44.90322804,-123.4128888,3,0,0,0,"Polk, Oregon, US",03/24/2020
Queen Anne's,Maryland,US,39.06198912,-76.03530977,1,0,0,0,"Queen Anne's, Maryland, US",03/24/2020
Queens,New York,US,40.71088124,-73.81684712,0,0,0,0,"Queens, New York, US",03/24/2020
Quitman,Georgia,US,31.86728114,-85.01773177,0,0,0,0,"Quitman, Georgia, US",03/24/2020
Quitman,Mississippi,US,34.25157572,-90.28908,0,0,0,0,"Quitman, Mississippi, US",03/24/2020
Ripley,Missouri,US,36.65460667,-90.85990261,0,0,0,0,"Ripley, Missouri, US",03/24/2020
Ripley,Indiana,US,39.10235626,-85.26212744,6,0,0,0,"Ripley, Indiana, US",03/24/2020
Rio Grande,Colorado,US,37.5836865,-106.3847838,0,0,0,0,"Rio Grande, Colorado, US",03/24/2020
Rio Blanco,Colorado,US,39.97913541,-108.2179009,0,0,0,0,"Rio Blanco, Colorado, US",03/24/2020
Rio Arriba,New Mexico,US,36.51072137,-106.6931674,0,0,0,0,"Rio Arriba, New Mexico, US",03/24/2020
Ringgold,Iowa,US,40.73518949,-94.24368535,0,0,0,0,"Ringgold, Iowa, US",03/24/2020
Riley,Kansas,US,39.28935726,-96.73420026,0,0,0,0,"Riley, Kansas, US",03/24/2020
Richmond City,Virginia,US,37.53255773,-77.47966921,11,0,0,0,"Richmond City, Virginia, US",03/24/2020
Ritchie,West Virginia,US,39.18094587,-81.06356878,0,0,0,0,"Ritchie, West Virginia, US",03/24/2020
Richmond,Virginia,US,37.937575,-76.72920628,0,0,0,0,"Richmond, Virginia, US",03/24/2020
Richmond,New York,US,40.58582155,-74.14808598,0,0,0,0,"Richmond, New York, US",03/24/2020
Richmond,Georgia,US,33.35777107,-82.07026432,11,0,0,0,"Richmond, Georgia, US",03/24/2020
Richland,Wisconsin,US,43.3762778,-90.43012729,0,0,0,0,"Richland, Wisconsin, US",03/24/2020
Richland,South Carolina,US,34.01791263,-80.90267209,45,0,0,0,"Richland, South Carolina, US",03/24/2020
Richland,Ohio,US,40.77180308,-82.53799609999999,4,0,0,0,"Richland, Ohio, US",03/24/2020
Richland,North Dakota,US,46.26440649,-96.94852979,0,0,0,0,"Richland, North Dakota, US",03/24/2020
Richland,Montana,US,47.78668011,-104.5610786,0,0,0,0,"Richland, Montana, US",03/24/2020
Richland,Louisiana,US,32.41391005,-91.76634876,1,0,0,0,"Richland, Louisiana, US",03/24/2020
Richmond,North Carolina,US,35.00417719,-79.74491009,0,0,0,0,"Richmond, North Carolina, US",03/24/2020
Riverside,California,US,33.74314981,-115.9933578,57,6,0,0,"Riverside, California, US",03/24/2020
Roane,Tennessee,US,35.84923189,-84.52458689,1,0,0,0,"Roane, Tennessee, US",03/24/2020
Roane,West Virginia,US,38.71622686,-81.35243568,0,0,0,0,"Roane, West Virginia, US",03/24/2020
Rockland,New York,US,41.15027894,-74.02560498,671,5,0,0,"Rockland, New York, US",03/24/2020
Rockingham,Virginia,US,38.51006137,-78.87260325,3,0,0,0,"Rockingham, Virginia, US",03/24/2020
Rockingham,North Carolina,US,36.39593137,-79.77504841,0,0,0,0,"Rockingham, North Carolina, US",03/24/2020
Rockingham,New Hampshire,US,42.98499744,-71.12883377,38,0,0,0,"Rockingham, New Hampshire, US",03/24/2020
Rockdale,Georgia,US,33.65145002,-84.02202167,7,0,0,0,"Rockdale, Georgia, US",03/24/2020
Rockcastle,Kentucky,US,37.36642393,-84.31176452,0,0,0,0,"Rockcastle, Kentucky, US",03/24/2020
Rockbridge,Virginia,US,37.81204314,-79.44605905,1,0,0,0,"Rockbridge, Virginia, US",03/24/2020
Rock Island,Illinois,US,41.46613806,-90.57042164,1,0,0,0,"Rock Island, Illinois, US",03/24/2020
Rock,Wisconsin,US,42.67151616,-89.07147900000002,3,0,0,0,"Rock, Wisconsin, US",03/24/2020
Rock,Nebraska,US,42.42252217,-99.44832069,0,0,0,0,"Rock, Nebraska, US",03/24/2020
Rock,Minnesota,US,43.67482683,-96.25296832,0,0,0,0,"Rock, Minnesota, US",03/24/2020
Robeson,North Carolina,US,34.64244496,-79.10250529999998,2,0,0,0,"Robeson, North Carolina, US",03/24/2020
Robertson,Texas,US,31.02539637,-96.51272246,1,0,0,0,"Robertson, Texas, US",03/24/2020
Robertson,Tennessee,US,36.52454807,-86.87346725,12,0,0,0,"Robertson, Tennessee, US",03/24/2020
Robertson,Kentucky,US,38.51923469,-84.05055616,0,0,0,0,"Robertson, Kentucky, US",03/24/2020
Roberts,Texas,US,35.83809685,-100.813175,0,0,0,0,"Roberts, Texas, US",03/24/2020
Roberts,South Dakota,US,45.62975048,-96.94672673,0,0,0,0,"Roberts, South Dakota, US",03/24/2020
Roanoke City,Virginia,US,37.27791025,-79.96189766,0,0,0,0,"Roanoke City, Virginia, US",03/24/2020
Roanoke,Virginia,US,37.26865804,-80.06396753,0,0,0,0,"Roanoke, Virginia, US",03/24/2020
Richland,Illinois,US,38.71240969,-88.08475366,0,0,0,0,"Richland, Illinois, US",03/24/2020
Pittsylvania,Virginia,US,36.81980341,-79.39731264,0,0,0,0,"Pittsylvania, Virginia, US",03/24/2020
Richardson,Nebraska,US,40.1247415,-95.71755036,0,0,0,0,"Richardson, Nebraska, US",03/24/2020
Rice,Minnesota,US,44.3543376,-93.29658715,2,0,0,0,"Rice, Minnesota, US",03/24/2020
Rankin,Mississippi,US,32.26469147,-89.94537876,13,0,0,0,"Rankin, Mississippi, US",03/24/2020
Randolph,West Virginia,US,38.769899,-79.87919615,0,0,0,0,"Randolph, West Virginia, US",03/24/2020
Randolph,North Carolina,US,35.71015088,-79.80570339,3,0,0,0,"Randolph, North Carolina, US",03/24/2020
Randolph,Missouri,US,39.44007257,-92.4971374,1,0,0,0,"Randolph, Missouri, US",03/24/2020
Randolph,Indiana,US,40.15734772,-85.01139319,0,0,0,0,"Randolph, Indiana, US",03/24/2020
Randolph,Illinois,US,38.05095369,-89.82512254,0,0,0,0,"Randolph, Illinois, US",03/24/2020
Randolph,Georgia,US,31.76622818,-84.75732369,1,0,0,0,"Randolph, Georgia, US",03/24/2020
Randolph,Arkansas,US,36.3415714,-91.02455531,0,0,0,0,"Randolph, Arkansas, US",03/24/2020
Ransom,North Dakota,US,46.45621782,-97.65742504,0,0,0,0,"Ransom, North Dakota, US",03/24/2020
Randolph,Alabama,US,33.29526734,-85.45708831,0,0,0,0,"Randolph, Alabama, US",03/24/2020
Ramsey,North Dakota,US,48.26886249,-98.72223879,1,0,0,0,"Ramsey, North Dakota, US",03/24/2020
Ramsey,Minnesota,US,45.01625271,-93.09872295,26,1,0,0,"Ramsey, Minnesota, US",03/24/2020
Ralls,Missouri,US,39.52817427,-91.51838643,0,0,0,0,"Ralls, Missouri, US",03/24/2020
